arrival_time,day,hour,minute,time_bin_15m,dock,sku,batch,week
2715743,32,10,22,3017,1,56,515,6
2715747,32,10,22,3017,1,60,516,6
2715801,32,10,23,3017,1,66,520,6
2715823,32,10,23,3017,1,79,524,6
2715837,32,10,23,3017,1,60,516,6
2715852,32,10,24,3017,1,56,515,6
2715904,32,10,25,3017,1,66,520,6
2715909,32,10,25,3017,1,79,524,6
2715927,32,10,25,3017,1,60,516,6
2715961,32,10,26,3017,1,56,515,6
2715995,32,10,26,3017,1,79,524,6
2716007,32,10,26,3017,1,66,520,6
2716017,32,10,26,3017,1,60,516,6
2716070,32,10,27,3017,1,56,515,6
2716081,32,10,28,3017,1,79,524,6
2716107,32,10,28,3017,1,60,516,6
2716110,32,10,28,3017,1,66,520,6
2716167,32,10,29,3017,1,79,524,6
2716179,32,10,29,3017,1,56,515,6
2716197,32,10,29,3017,1,60,516,6
2716213,32,10,30,3018,1,66,520,6
2716253,32,10,30,3018,1,79,524,6
2716287,32,10,31,3018,1,60,516,6
2716288,32,10,31,3018,1,56,515,6
2716316,32,10,31,3018,1,66,520,6
2716339,32,10,32,3018,1,79,524,6
2716377,32,10,32,3018,1,60,516,6
2716397,32,10,33,3018,1,56,515,6
2716419,32,10,33,3018,1,66,520,6
2716425,32,10,33,3018,1,79,524,6
2716467,32,10,34,3018,1,60,516,6
2716506,32,10,35,3018,1,56,515,6
2716511,32,10,35,3018,1,79,524,6
2716522,32,10,35,3018,1,66,520,6
2716557,32,10,35,3018,1,60,516,6
2716597,32,10,36,3018,1,79,524,6
2716615,32,10,36,3018,1,56,515,6
2716625,32,10,37,3018,1,66,520,6
2716647,32,10,37,3018,1,60,516,6
2716683,32,10,38,3018,1,79,524,6
2716724,32,10,38,3018,1,56,515,6
2716728,32,10,38,3018,1,66,520,6
2716737,32,10,38,3018,1,60,516,6
2716769,32,10,39,3018,1,79,524,6
2716827,32,10,40,3018,1,60,516,6
2716831,32,10,40,3018,1,66,520,6
2716833,32,10,40,3018,1,56,515,6
2716855,32,10,40,3018,1,79,524,6
2716917,32,10,41,3018,1,60,516,6
2716934,32,10,42,3018,1,66,520,6
2716941,32,10,42,3018,1,79,524,6
2716942,32,10,42,3018,1,56,515,6
2717007,32,10,43,3018,1,60,516,6
2717027,32,10,43,3018,1,79,524,6
2717037,32,10,43,3018,1,66,520,6
2717051,32,10,44,3018,1,56,515,6
2717097,32,10,44,3018,1,60,516,6
2717113,32,10,45,3019,1,79,524,6
2717140,32,10,45,3019,1,66,520,6
2717160,32,10,46,3019,1,56,515,6
2717187,32,10,46,3019,1,60,516,6
2717199,32,10,46,3019,1,79,524,6
2717243,32,10,47,3019,1,66,520,6
2717269,32,10,47,3019,1,56,515,6
2717277,32,10,47,3019,1,60,516,6
2717285,32,10,48,3019,1,79,524,6
2717346,32,10,49,3019,1,66,520,6
2717367,32,10,49,3019,1,60,516,6
2717371,32,10,49,3019,1,79,524,6
2717378,32,10,49,3019,1,56,515,6
2717449,32,10,50,3019,1,66,520,6
2717457,32,10,50,3019,1,79,524,6
2717487,32,10,51,3019,1,56,515,6
2717487,32,10,51,3019,1,88,525,6
2717543,32,10,52,3019,1,79,524,6
2717552,32,10,52,3019,1,66,520,6
2717596,32,10,53,3019,1,56,515,6
2717607,32,10,53,3019,1,88,525,6
2717629,32,10,53,3019,1,79,524,6
2717655,32,10,54,3019,1,66,520,6
2717705,32,10,55,3019,1,56,515,6
2717715,32,10,55,3019,1,79,524,6
2717727,32,10,55,3019,1,88,525,6
2717758,32,10,55,3019,1,66,520,6
2717801,32,10,56,3019,1,79,524,6
2717814,32,10,56,3019,1,56,515,6
2717847,32,10,57,3019,1,88,525,6
2717861,32,10,57,3019,1,66,520,6
2717887,32,10,58,3019,1,79,524,6
2717923,32,10,58,3019,1,56,515,6
2717964,32,10,59,3019,1,66,520,6
2717967,32,10,59,3019,1,88,525,6
2717973,32,10,59,3019,1,79,524,6
2718032,32,11,0,3020,1,56,515,6
2718059,32,11,0,3020,1,79,524,6
2718067,32,11,1,3020,1,66,520,6
2718087,32,11,1,3020,1,88,525,6
2718141,32,11,2,3020,1,56,515,6
2718145,32,11,2,3020,1,79,524,6
2718170,32,11,2,3020,1,66,520,6
2718207,32,11,3,3020,1,88,525,6
2718231,32,11,3,3020,1,79,524,6
2718250,32,11,4,3020,1,56,515,6
2718273,32,11,4,3020,1,66,520,6
2718317,32,11,5,3020,1,79,524,6
2718327,32,11,5,3020,1,88,525,6
2718359,32,11,5,3020,1,56,515,6
2718376,32,11,6,3020,1,66,520,6
2718403,32,11,6,3020,1,79,524,6
2718447,32,11,7,3020,1,88,525,6
2718468,32,11,7,3020,1,56,515,6
2718479,32,11,7,3020,1,66,520,6
2718489,32,11,8,3020,1,79,524,6
2718567,32,11,9,3020,1,88,525,6
2718575,32,11,9,3020,1,79,524,6
2718577,32,11,9,3020,1,56,515,6
2718582,32,11,9,3020,1,66,520,6
2718661,32,11,11,3020,1,79,524,6
2718685,32,11,11,3020,1,66,520,6
2718686,32,11,11,3020,1,56,515,6
2718687,32,11,11,3020,1,88,525,6
2718747,32,11,12,3020,1,79,524,6
2718788,32,11,13,3020,1,66,520,6
2718795,32,11,13,3020,1,56,515,6
2718807,32,11,13,3020,1,88,525,6
2718833,32,11,13,3020,1,79,524,6
2718891,32,11,14,3020,1,66,520,6
2718904,32,11,15,3021,1,56,515,6
2718919,32,11,15,3021,1,79,524,6
2718927,32,11,15,3021,1,88,525,6
2718994,32,11,16,3021,1,66,520,6
2719005,32,11,16,3021,1,79,524,6
2719013,32,11,16,3021,1,56,515,6
2719047,32,11,17,3021,1,88,525,6
2719091,32,11,18,3021,1,79,524,6
2719097,32,11,18,3021,1,66,520,6
2719122,32,11,18,3021,1,56,515,6
2719167,32,11,19,3021,1,88,525,6
2719177,32,11,19,3021,1,79,524,6
2719200,32,11,20,3021,1,66,520,6
2719231,32,11,20,3021,1,56,515,6
2719263,32,11,21,3021,1,79,524,6
2719287,32,11,21,3021,1,88,525,6
2719303,32,11,21,3021,1,66,520,6
2719340,32,11,22,3021,1,56,515,6
2719349,32,11,22,3021,1,79,524,6
2719406,32,11,23,3021,1,66,520,6
2719407,32,11,23,3021,1,88,525,6
2719435,32,11,23,3021,1,79,524,6
2719449,32,11,24,3021,1,56,515,6
2719509,32,11,25,3021,1,66,520,6
2719521,32,11,25,3021,1,79,524,6
2719527,32,11,25,3021,1,88,525,6
2719558,32,11,25,3021,1,56,515,6
2719588,32,11,26,3021,1,94,526,6
2719612,32,11,26,3021,1,66,520,6
2719647,32,11,27,3021,1,88,525,6
2719655,32,11,27,3021,1,94,526,6
2719667,32,11,27,3021,1,56,515,6
2719715,32,11,28,3021,1,66,520,6
2719722,32,11,28,3021,1,94,526,6
2719767,32,11,29,3021,1,88,525,6
2719776,32,11,29,3021,1,56,515,6
2719789,32,11,29,3021,1,94,526,6
2719818,32,11,30,3022,1,66,520,6
2719856,32,11,30,3022,1,94,526,6
2719885,32,11,31,3022,1,56,515,6
2719887,32,11,31,3022,1,88,525,6
2719921,32,11,32,3022,1,66,520,6
2719923,32,11,32,3022,1,94,526,6
2719990,32,11,33,3022,1,94,526,6
2719994,32,11,33,3022,1,56,515,6
2720007,32,11,33,3022,1,88,525,6
2720024,32,11,33,3022,1,66,520,6
2720057,32,11,34,3022,1,94,526,6
2720103,32,11,35,3022,1,56,515,6
2720124,32,11,35,3022,1,94,526,6
2720127,32,11,35,3022,1,66,520,6
2720127,32,11,35,3022,1,88,525,6
2720191,32,11,36,3022,1,94,526,6
2720212,32,11,36,3022,1,56,515,6
2720230,32,11,37,3022,1,66,520,6
2720247,32,11,37,3022,1,88,525,6
2720258,32,11,37,3022,1,94,526,6
2720321,32,11,38,3022,1,56,515,6
2720325,32,11,38,3022,1,94,526,6
2720333,32,11,38,3022,1,66,520,6
2720367,32,11,39,3022,1,88,525,6
2720392,32,11,39,3022,1,94,526,6
2720430,32,11,40,3022,1,56,515,6
2720436,32,11,40,3022,1,66,520,6
2720459,32,11,40,3022,1,94,526,6
2720487,32,11,41,3022,1,88,525,6
2720526,32,11,42,3022,1,94,526,6
2720539,32,11,42,3022,1,56,515,6
2720539,32,11,42,3022,1,66,520,6
2720593,32,11,43,3022,1,94,526,6
2720607,32,11,43,3022,1,88,525,6
2720642,32,11,44,3022,1,66,520,6
2720648,32,11,44,3022,1,56,515,6
2720660,32,11,44,3022,1,94,526,6
2720727,32,11,45,3023,1,88,525,6
2720727,32,11,45,3023,1,94,526,6
2720745,32,11,45,3023,1,66,520,6
2720757,32,11,45,3023,1,56,515,6
2720794,32,11,46,3023,1,94,526,6
2720847,32,11,47,3023,1,88,525,6
2720848,32,11,47,3023,1,66,520,6
2720861,32,11,47,3023,1,94,526,6
2720866,32,11,47,3023,1,56,515,6
2720928,32,11,48,3023,1,94,526,6
2720951,32,11,49,3023,1,66,520,6
2720967,32,11,49,3023,1,88,525,6
2720975,32,11,49,3023,1,56,515,6
2720995,32,11,49,3023,1,94,526,6
2721054,32,11,50,3023,1,66,520,6
2721062,32,11,51,3023,1,94,526,6
2721084,32,11,51,3023,1,56,515,6
2721087,32,11,51,3023,1,88,525,6
2721129,32,11,52,3023,1,94,526,6
2721157,32,11,52,3023,1,66,520,6
2721193,32,11,53,3023,1,56,515,6
2721196,32,11,53,3023,1,94,526,6
2721207,32,11,53,3023,1,88,525,6
2721260,32,11,54,3023,1,66,520,6
2721263,32,11,54,3023,1,94,526,6
2721302,32,11,55,3023,1,56,515,6
2721327,32,11,55,3023,1,88,525,6
2721330,32,11,55,3023,1,94,526,6
2721363,32,11,56,3023,1,66,520,6
2721397,32,11,56,3023,1,94,526,6
2721411,32,11,56,3023,1,56,515,6
2721447,32,11,57,3023,1,88,525,6
2721464,32,11,57,3023,1,94,526,6
2721466,32,11,57,3023,1,66,520,6
2721520,32,11,58,3023,1,56,515,6
2721531,32,11,58,3023,1,94,526,6
2721547,32,11,59,3023,1,96,527,6
2721569,32,11,59,3023,1,66,520,6
2721598,32,11,59,3023,1,94,526,6
2721629,32,12,0,3024,1,56,515,6
2721647,32,12,0,3024,1,96,527,6
2721665,32,12,1,3024,1,94,526,6
2721672,32,12,1,3024,1,66,520,6
2721732,32,12,2,3024,1,94,526,6
2721738,32,12,2,3024,1,56,515,6
2721747,32,12,2,3024,1,96,527,6
2721775,32,12,2,3024,1,66,520,6
2721799,32,12,3,3024,1,94,526,6
2721847,32,12,4,3024,1,56,515,6
2721847,32,12,4,3024,1,96,527,6
2721866,32,12,4,3024,1,94,526,6
2721878,32,12,4,3024,1,66,520,6
2721933,32,12,5,3024,1,94,526,6
2721947,32,12,5,3024,1,96,527,6
2721956,32,12,5,3024,1,56,515,6
2721981,32,12,6,3024,1,66,520,6
2722000,32,12,6,3024,1,94,526,6
2722047,32,12,7,3024,1,96,527,6
2722065,32,12,7,3024,1,56,515,6
2722067,32,12,7,3024,1,94,526,6
2722084,32,12,8,3024,1,66,520,6
2722134,32,12,8,3024,1,94,526,6
2722147,32,12,9,3024,1,96,527,6
2722174,32,12,9,3024,1,56,515,6
2722187,32,12,9,3024,1,66,520,6
2722201,32,12,10,3024,1,94,526,6
2722247,32,12,10,3024,1,96,527,6
2722268,32,12,11,3024,1,94,526,6
2722283,32,12,11,3024,1,56,515,6
2722290,32,12,11,3024,1,66,520,6
2722335,32,12,12,3024,1,94,526,6
2722347,32,12,12,3024,1,96,527,6
2722392,32,12,13,3024,1,56,515,6
2722393,32,12,13,3024,1,66,520,6
2722402,32,12,13,3024,1,94,526,6
2722447,32,12,14,3024,1,96,527,6
2722469,32,12,14,3024,1,94,526,6
2722496,32,12,14,3024,1,66,520,6
2722501,32,12,15,3025,1,56,515,6
2722536,32,12,15,3025,1,94,526,6
2722547,32,12,15,3025,1,96,527,6
2722599,32,12,16,3025,1,66,520,6
2722603,32,12,16,3025,1,94,526,6
2722610,32,12,16,3025,1,56,515,6
2722647,32,12,17,3025,1,96,527,6
2722670,32,12,17,3025,1,94,526,6
2722702,32,12,18,3025,1,66,520,6
2722719,32,12,18,3025,1,56,515,6
2722737,32,12,18,3025,1,94,526,6
2722747,32,12,19,3025,1,96,527,6
2722804,32,12,20,3025,1,94,526,6
2722805,32,12,20,3025,1,66,520,6
2722828,32,12,20,3025,1,56,515,6
2722847,32,12,20,3025,1,96,527,6
2722871,32,12,21,3025,1,94,526,6
2722908,32,12,21,3025,1,66,520,6
2722937,32,12,22,3025,1,56,515,6
2722938,32,12,22,3025,1,94,526,6
2722947,32,12,22,3025,1,96,527,6
2723005,32,12,23,3025,1,94,526,6
2723011,32,12,23,3025,1,66,520,6
2723046,32,12,24,3025,1,56,515,6
2723047,32,12,24,3025,1,96,527,6
2723072,32,12,24,3025,1,94,526,6
2723114,32,12,25,3025,1,66,520,6
2723139,32,12,25,3025,1,94,526,6
2723147,32,12,25,3025,1,96,527,6
2723155,32,12,25,3025,1,56,515,6
2723206,32,12,26,3025,1,94,526,6
2723217,32,12,26,3025,1,66,520,6
2723247,32,12,27,3025,1,96,527,6
2723264,32,12,27,3025,1,56,515,6
2723273,32,12,27,3025,1,94,526,6
2723320,32,12,28,3025,1,66,520,6
2723340,32,12,29,3025,1,94,526,6
2723347,32,12,29,3025,1,96,527,6
2723373,32,12,29,3025,1,56,515,6
2723407,32,12,30,3026,1,94,526,6
2723423,32,12,30,3026,1,66,520,6
2723447,32,12,30,3026,1,96,527,6
2723474,32,12,31,3026,1,94,526,6
2723482,32,12,31,3026,1,56,515,6
2723526,32,12,32,3026,1,66,520,6
2723541,32,12,32,3026,1,94,526,6
2723547,32,12,32,3026,1,96,527,6
2723591,32,12,33,3026,1,56,515,6
2723608,32,12,33,3026,1,94,526,6
2723629,32,12,33,3026,1,66,520,6
2723647,32,12,34,3026,1,96,527,6
2723675,32,12,34,3026,1,94,526,6
2723700,32,12,35,3026,1,56,515,6
2723732,32,12,35,3026,1,66,520,6
2723742,32,12,35,3026,1,94,526,6
2723747,32,12,35,3026,1,96,527,6
2723809,32,12,36,3026,1,56,515,6
2723809,32,12,36,3026,1,94,526,6
2723835,32,12,37,3026,1,66,520,6
2723847,32,12,37,3026,1,96,527,6
2723876,32,12,37,3026,1,94,526,6
2723918,32,12,38,3026,1,56,515,6
2723938,32,12,38,3026,1,66,520,6
2723943,32,12,39,3026,1,94,526,6
2723947,32,12,39,3026,1,96,527,6
2724010,32,12,40,3026,1,94,526,6
2724027,32,12,40,3026,1,56,515,6
2724041,32,12,40,3026,1,66,520,6
2724047,32,12,40,3026,1,96,527,6
2724077,32,12,41,3026,1,94,526,6
2724136,32,12,42,3026,1,56,515,6
2724144,32,12,42,3026,1,66,520,6
2724144,32,12,42,3026,1,94,526,6
2724147,32,12,42,3026,1,96,527,6
2724211,32,12,43,3026,1,94,526,6
2724245,32,12,44,3026,1,56,515,6
2724247,32,12,44,3026,1,66,520,6
2724247,32,12,44,3026,1,96,527,6
2724278,32,12,44,3026,1,94,526,6
2724345,32,12,45,3027,1,94,526,6
2724347,32,12,45,3027,1,96,527,6
2724350,32,12,45,3027,1,66,520,6
2724354,32,12,45,3027,1,56,515,6
2724412,32,12,46,3027,1,94,526,6
2724447,32,12,47,3027,1,96,527,6
2724453,32,12,47,3027,1,66,520,6
2724463,32,12,47,3027,1,56,515,6
2724479,32,12,47,3027,1,94,526,6
2724546,32,12,49,3027,1,94,526,6
2724547,32,12,49,3027,1,96,527,6
2724556,32,12,49,3027,1,66,520,6
2724572,32,12,49,3027,1,56,515,6
2724613,32,12,50,3027,1,94,526,6
2724647,32,12,50,3027,1,96,527,6
2724659,32,12,50,3027,1,66,520,6
2724680,32,12,51,3027,1,94,526,6
2724681,32,12,51,3027,1,56,515,6
2724747,32,12,52,3027,1,94,526,6
2724747,32,12,52,3027,1,96,527,6
2724762,32,12,52,3027,1,66,520,6
2724790,32,12,53,3027,1,56,515,6
2724814,32,12,53,3027,1,94,526,6
2724847,32,12,54,3027,1,96,527,6
2724865,32,12,54,3027,1,66,520,6
2724881,32,12,54,3027,1,94,526,6
2724899,32,12,54,3027,1,56,515,6
2724947,32,12,55,3027,1,96,527,6
2724948,32,12,55,3027,1,94,526,6
2724968,32,12,56,3027,1,66,520,6
2725008,32,12,56,3027,1,56,515,6
2725015,32,12,56,3027,1,94,526,6
2725047,32,12,57,3027,1,96,527,6
2725071,32,12,57,3027,1,66,520,6
2725082,32,12,58,3027,1,94,526,6
2725117,32,12,58,3027,1,56,515,6
2725147,32,12,59,3027,1,96,527,6
2725149,32,12,59,3027,1,94,526,6
2725174,32,12,59,3027,1,66,520,6
2725216,32,13,0,3028,1,94,526,6
2725226,32,13,0,3028,1,56,515,6
2725247,32,13,0,3028,1,96,527,6
2725277,32,13,1,3028,1,66,520,6
2725283,32,13,1,3028,1,94,526,6
2725335,32,13,2,3028,1,56,515,6
2725347,32,13,2,3028,1,96,527,6
2725350,32,13,2,3028,1,94,526,6
2725380,32,13,3,3028,1,66,520,6
2725417,32,13,3,3028,1,94,526,6
2725444,32,13,4,3028,1,56,515,6
2725447,32,13,4,3028,1,96,527,6
2725483,32,13,4,3028,1,66,520,6
2725484,32,13,4,3028,1,94,526,6
2725547,32,13,5,3028,1,96,527,6
2725551,32,13,5,3028,1,94,526,6
2725553,32,13,5,3028,1,56,515,6
2725586,32,13,6,3028,1,66,520,6
2725618,32,13,6,3028,1,94,526,6
2725647,32,13,7,3028,1,96,527,6
2725662,32,13,7,3028,1,56,515,6
2725685,32,13,8,3028,1,94,526,6
2725689,32,13,8,3028,1,66,520,6
2725747,32,13,9,3028,1,96,527,6
2725752,32,13,9,3028,1,94,526,6
2725771,32,13,9,3028,1,56,515,6
2725792,32,13,9,3028,1,66,520,6
2725819,32,13,10,3028,1,94,526,6
2725847,32,13,10,3028,1,96,527,6
2725880,32,13,11,3028,1,56,515,6
2725886,32,13,11,3028,1,94,526,6
2725895,32,13,11,3028,1,66,520,6
2725947,32,13,12,3028,1,96,527,6
2725953,32,13,12,3028,1,94,526,6
2725989,32,13,13,3028,1,56,515,6
2725998,32,13,13,3028,1,66,520,6
2726020,32,13,13,3028,1,94,526,6
2726047,32,13,14,3028,1,96,527,6
2726087,32,13,14,3028,1,94,526,6
2726098,32,13,14,3028,1,56,515,6
2726101,32,13,15,3029,1,66,520,6
2726147,32,13,15,3029,1,96,527,6
2726154,32,13,15,3029,1,94,526,6
2726204,32,13,16,3029,1,66,520,6
2726207,32,13,16,3029,1,56,515,6
2726221,32,13,17,3029,1,94,526,6
2726247,32,13,17,3029,1,96,527,6
2726288,32,13,18,3029,1,94,526,6
2726307,32,13,18,3029,1,66,520,6
2726316,32,13,18,3029,1,56,515,6
2726347,32,13,19,3029,1,96,527,6
2726355,32,13,19,3029,1,94,526,6
2726410,32,13,20,3029,1,66,520,6
2726422,32,13,20,3029,1,94,526,6
2726425,32,13,20,3029,1,56,515,6
2726447,32,13,20,3029,1,96,527,6
2726489,32,13,21,3029,1,94,526,6
2726513,32,13,21,3029,1,66,520,6
2726534,32,13,22,3029,1,56,515,6
2726547,32,13,22,3029,1,96,527,6
2726556,32,13,22,3029,1,94,526,6
2726616,32,13,23,3029,1,66,520,6
2726623,32,13,23,3029,1,94,526,6
2726643,32,13,24,3029,1,56,515,6
2726647,32,13,24,3029,1,96,527,6
2726690,32,13,24,3029,1,94,526,6
2726719,32,13,25,3029,1,66,520,6
2726747,32,13,25,3029,1,96,527,6
2726752,32,13,25,3029,1,56,515,6
2726757,32,13,25,3029,1,94,526,6
2726822,32,13,27,3029,1,66,520,6
2726824,32,13,27,3029,1,94,526,6
2726847,32,13,27,3029,1,96,527,6
2726861,32,13,27,3029,1,56,515,6
2726891,32,13,28,3029,1,94,526,6
2726925,32,13,28,3029,1,66,520,6
2726947,32,13,29,3029,1,96,527,6
2726958,32,13,29,3029,1,94,526,6
2726970,32,13,29,3029,1,56,515,6
2727025,32,13,30,3030,1,94,526,6
2727028,32,13,30,3030,1,66,520,6
2727047,32,13,30,3030,1,96,527,6
2727079,32,13,31,3030,1,56,515,6
2727092,32,13,31,3030,1,94,526,6
2727131,32,13,32,3030,1,66,520,6
2727147,32,13,32,3030,1,96,527,6
2727159,32,13,32,3030,1,94,526,6
2727188,32,13,33,3030,1,56,515,6
2727226,32,13,33,3030,1,94,526,6
2727234,32,13,33,3030,1,66,520,6
2727247,32,13,34,3030,1,96,527,6
2727293,32,13,34,3030,1,94,526,6
2727297,32,13,34,3030,1,56,515,6
2727337,32,13,35,3030,1,66,520,6
2727347,32,13,35,3030,1,96,527,6
2727360,32,13,36,3030,1,94,526,6
2727406,32,13,36,3030,1,56,515,6
2727427,32,13,37,3030,1,94,526,6
2727440,32,13,37,3030,1,66,520,6
2727447,32,13,37,3030,1,96,527,6
2727494,32,13,38,3030,1,94,526,6
2727515,32,13,38,3030,1,56,515,6
2727543,32,13,39,3030,1,66,520,6
2727547,32,13,39,3030,1,96,527,6
2727561,32,13,39,3030,1,94,526,6
2727624,32,13,40,3030,1,56,515,6
2727628,32,13,40,3030,1,94,526,6
2727646,32,13,40,3030,1,66,520,6
2727647,32,13,40,3030,1,96,527,6
2727695,32,13,41,3030,1,94,526,6
2727733,32,13,42,3030,1,56,515,6
2727749,32,13,42,3030,1,66,520,6
2727757,32,13,42,3030,1,98,528,6
2727762,32,13,42,3030,1,94,526,6
2727829,32,13,43,3030,1,94,526,6
2727842,32,13,44,3030,1,56,515,6
2727852,32,13,44,3030,1,66,520,6
2727867,32,13,44,3030,1,98,528,6
2727896,32,13,44,3030,1,94,526,6
2727951,32,13,45,3031,1,56,515,6
2727955,32,13,45,3031,1,66,520,6
2727963,32,13,46,3031,1,94,526,6
2727977,32,13,46,3031,1,98,528,6
2728030,32,13,47,3031,1,94,526,6
2728058,32,13,47,3031,1,66,520,6
2728060,32,13,47,3031,1,56,515,6
2728087,32,13,48,3031,1,98,528,6
2728097,32,13,48,3031,1,94,526,6
2728161,32,13,49,3031,1,66,520,6
2728164,32,13,49,3031,1,94,526,6
2728169,32,13,49,3031,1,56,515,6
2728197,32,13,49,3031,1,98,528,6
2728231,32,13,50,3031,1,94,526,6
2728264,32,13,51,3031,1,66,520,6
2728278,32,13,51,3031,1,56,515,6
2728298,32,13,51,3031,1,94,526,6
2728307,32,13,51,3031,1,98,528,6
2728365,32,13,52,3031,1,94,526,6
2728367,32,13,52,3031,1,66,520,6
2728387,32,13,53,3031,1,56,515,6
2728417,32,13,53,3031,1,98,528,6
2728432,32,13,53,3031,1,94,526,6
2728433,32,13,53,3031,1,109,530,6
2728456,32,13,54,3031,1,108,529,6
2728470,32,13,54,3031,1,66,520,6
2728494,32,13,54,3031,1,109,530,6
2728496,32,13,54,3031,1,56,515,6
2728499,32,13,54,3031,1,94,526,6
2728527,32,13,55,3031,1,98,528,6
2728549,32,13,55,3031,1,108,529,6
2728555,32,13,55,3031,1,109,530,6
2728566,32,13,56,3031,1,94,526,6
2728573,32,13,56,3031,1,66,520,6
2728605,32,13,56,3031,1,56,515,6
2728616,32,13,56,3031,1,109,530,6
2728633,32,13,57,3031,1,94,526,6
2728637,32,13,57,3031,1,98,528,6
2728642,32,13,57,3031,1,108,529,6
2728676,32,13,57,3031,1,66,520,6
2728677,32,13,57,3031,1,109,530,6
2728700,32,13,58,3031,1,94,526,6
2728714,32,13,58,3031,1,56,515,6
2728735,32,13,58,3031,1,108,529,6
2728738,32,13,58,3031,1,109,530,6
2728747,32,13,59,3031,1,98,528,6
2728767,32,13,59,3031,1,94,526,6
2728779,32,13,59,3031,1,66,520,6
2728799,32,13,59,3031,1,109,530,6
2728823,32,14,0,3032,1,56,515,6
2728828,32,14,0,3032,1,108,529,6
2728834,32,14,0,3032,1,94,526,6
2728857,32,14,0,3032,1,98,528,6
2728860,32,14,1,3032,1,109,530,6
2728882,32,14,1,3032,1,66,520,6
2728901,32,14,1,3032,1,94,526,6
2728921,32,14,2,3032,1,108,529,6
2728921,32,14,2,3032,1,109,530,6
2728932,32,14,2,3032,1,56,515,6
2728967,32,14,2,3032,1,98,528,6
2728968,32,14,2,3032,1,94,526,6
2728982,32,14,3,3032,1,109,530,6
2728985,32,14,3,3032,1,66,520,6
2729014,32,14,3,3032,1,108,529,6
2729035,32,14,3,3032,1,94,526,6
2729041,32,14,4,3032,1,56,515,6
2729043,32,14,4,3032,1,109,530,6
2729077,32,14,4,3032,1,98,528,6
2729088,32,14,4,3032,1,66,520,6
2729102,32,14,5,3032,1,94,526,6
2729104,32,14,5,3032,1,109,530,6
2729107,32,14,5,3032,1,108,529,6
2729150,32,14,5,3032,1,56,515,6
2729165,32,14,6,3032,1,109,530,6
2729169,32,14,6,3032,1,94,526,6
2729187,32,14,6,3032,1,98,528,6
2729191,32,14,6,3032,1,66,520,6
2729200,32,14,6,3032,1,108,529,6
2729226,32,14,7,3032,1,109,530,6
2729236,32,14,7,3032,1,94,526,6
2729259,32,14,7,3032,1,56,515,6
2729287,32,14,8,3032,1,109,530,6
2729293,32,14,8,3032,1,108,529,6
2729294,32,14,8,3032,1,66,520,6
2729297,32,14,8,3032,1,98,528,6
2729303,32,14,8,3032,1,94,526,6
2729348,32,14,9,3032,1,109,530,6
2729368,32,14,9,3032,1,56,515,6
2729370,32,14,9,3032,1,94,526,6
2729386,32,14,9,3032,1,108,529,6
2729397,32,14,9,3032,1,66,520,6
2729407,32,14,10,3032,1,98,528,6
2729409,32,14,10,3032,1,109,530,6
2729437,32,14,10,3032,1,94,526,6
2729470,32,14,11,3032,1,109,530,6
2729477,32,14,11,3032,1,56,515,6
2729479,32,14,11,3032,1,108,529,6
2729500,32,14,11,3032,1,66,520,6
2729504,32,14,11,3032,1,94,526,6
2729517,32,14,11,3032,1,98,528,6
2729531,32,14,12,3032,1,109,530,6
2729571,32,14,12,3032,1,94,526,6
2729572,32,14,12,3032,1,108,529,6
2729586,32,14,13,3032,1,56,515,6
2729592,32,14,13,3032,1,109,530,6
2729603,32,14,13,3032,1,66,520,6
2729627,32,14,13,3032,1,98,528,6
2729638,32,14,13,3032,1,94,526,6
2729653,32,14,14,3032,1,109,530,6
2729665,32,14,14,3032,1,108,529,6
2729695,32,14,14,3032,1,56,515,6
2729705,32,14,15,3033,1,94,526,6
2729706,32,14,15,3033,1,66,520,6
2729714,32,14,15,3033,1,109,530,6
2729737,32,14,15,3033,1,98,528,6
2729758,32,14,15,3033,1,108,529,6
2729772,32,14,16,3033,1,94,526,6
2729775,32,14,16,3033,1,109,530,6
2729804,32,14,16,3033,1,56,515,6
2729809,32,14,16,3033,1,66,520,6
2729836,32,14,17,3033,1,109,530,6
2729839,32,14,17,3033,1,94,526,6
2729847,32,14,17,3033,1,98,528,6
2729851,32,14,17,3033,1,108,529,6
2729897,32,14,18,3033,1,109,530,6
2729906,32,14,18,3033,1,94,526,6
2729912,32,14,18,3033,1,66,520,6
2729913,32,14,18,3033,1,56,515,6
2729944,32,14,19,3033,1,108,529,6
2729957,32,14,19,3033,1,98,528,6
2729958,32,14,19,3033,1,109,530,6
2729973,32,14,19,3033,1,94,526,6
2730015,32,14,20,3033,1,66,520,6
2730019,32,14,20,3033,1,109,530,6
2730022,32,14,20,3033,1,56,515,6
2730037,32,14,20,3033,1,108,529,6
2730040,32,14,20,3033,1,94,526,6
2730067,32,14,21,3033,1,98,528,6
2730080,32,14,21,3033,1,109,530,6
2730107,32,14,21,3033,1,94,526,6
2730118,32,14,21,3033,1,66,520,6
2730130,32,14,22,3033,1,108,529,6
2730131,32,14,22,3033,1,56,515,6
2730141,32,14,22,3033,1,109,530,6
2730174,32,14,22,3033,1,94,526,6
2730177,32,14,22,3033,1,98,528,6
2730202,32,14,23,3033,1,109,530,6
2730221,32,14,23,3033,1,66,520,6
2730223,32,14,23,3033,1,108,529,6
